template_asset_id,template_path,template_category,template_kind,candidate_new_asset_id,candidate_new_path,decision,priority,geometry_action,texture_action,rig_action,animation_action,scale_pivot_action,license_gate,runtime_evidence,notes
TEM-001019,public/audio/voice/wickmother_sorrel/quest__q_eg_gnomes_in_the_green__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001020,public/audio/voice/wickmother_sorrel/greeting__wickmother_sorrel.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001021,public/audio/voice/wickmother_sorrel/quest__q_eg_gnomes_in_the_green__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001022,public/audio/voice/wickmother_sorrel/quest__q_eg_stolen_shears__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001023,public/audio/voice/wickmother_sorrel/quest__q_eg_stolen_shears__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001024,public/audio/voice/netter_maris/quest__q_wf_eels_for_the_smokehouse__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001025,public/audio/voice/netter_maris/quest__q_wf_eels_for_the_smokehouse__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001026,public/audio/voice/netter_maris/quest__q_wf_toll_and_tangle__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001027,public/audio/voice/netter_maris/greeting__netter_maris.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001028,public/audio/voice/netter_maris/quest__q_wf_toll_and_tangle__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001029,public/audio/voice/keeper_saelwyn/greeting__keeper_saelwyn.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001030,public/audio/voice/keeper_saelwyn/quest__q_calming_the_deep__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001031,public/audio/voice/keeper_saelwyn/quest__q_seal_restored__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001032,public/audio/voice/keeper_saelwyn/quest__q_sunken_court__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001033,public/audio/voice/keeper_saelwyn/quest__q_veil_thinned__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001034,public/audio/voice/keeper_saelwyn/quest__q_seal_restored__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001035,public/audio/voice/keeper_saelwyn/quest__q_waking_warden__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001036,public/audio/voice/keeper_saelwyn/quest__q_waking_warden__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001037,public/audio/voice/keeper_saelwyn/quest__q_sunken_court__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001038,public/audio/voice/keeper_saelwyn/quest__q_calming_the_deep__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001039,public/audio/voice/keeper_saelwyn/quest__q_veil_thinned__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001040,public/audio/voice/card_master/greeting__card_master.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001041,public/audio/voice/huntsman_deral/greeting__huntsman_deral.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001042,public/audio/voice/huntsman_deral/quest__q_hollow_the_huntsman__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001043,public/audio/voice/huntsman_deral/quest__q_hollow_first_of_the_herd__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001044,public/audio/voice/huntsman_deral/quest__q_hollow_first_of_the_herd__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001045,public/audio/voice/huntsman_deral/quest__q_hollow_old_marrowshell__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001046,public/audio/voice/huntsman_deral/quest__q_hollow_old_marrowshell__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001047,public/audio/voice/bellkeeper_tam/quest__q_fs_the_three_bells__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001048,public/audio/voice/bellkeeper_tam/greeting__bellkeeper_tam.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001049,public/audio/voice/bellkeeper_tam/quest__q_fs_the_three_bells__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001050,public/audio/voice/bellkeeper_tam/quest__q_fs_bell_at_the_landing__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001051,public/audio/voice/gatewarden_pell/greeting__gatewarden_pell.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001052,public/audio/voice/gatewarden_pell/quest__q_eg_gate_report__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001053,public/audio/voice/chronicler_osric_fenn/greeting__chronicler_osric_fenn.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001054,public/audio/voice/marshal_redbrook/greeting__marshal_redbrook.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001055,public/audio/voice/marshal_redbrook/quest__q_bandits__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001056,public/audio/voice/marshal_redbrook/quest__q_mogger__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001057,public/audio/voice/marshal_redbrook/quest__q_wolves__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001058,public/audio/voice/marshal_redbrook/quest__q_greyjaw__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001059,public/audio/voice/marshal_redbrook/quest__q_bandits__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001060,public/audio/voice/marshal_redbrook/quest__q_ringleader__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001061,public/audio/voice/marshal_redbrook/quest__q_mogger__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001062,public/audio/voice/marshal_redbrook/quest__q_wolves__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001063,public/audio/voice/marshal_redbrook/quest__q_ringleader__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001064,public/audio/voice/marshal_redbrook/quest__q_greyjaw__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001065,public/audio/voice/smith_haldren/quest__q_prof_hobby_switch__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001066,public/audio/voice/smith_haldren/quest__q_prof_hobby_switch__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001067,public/audio/voice/smith_haldren/greeting__smith_haldren.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001068,public/audio/voice/lira_dewsong/quest__q_nb_eyes_on_the_vigil__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001069,public/audio/voice/lira_dewsong/quest__q_nb_night_gardens__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001070,public/audio/voice/lira_dewsong/quest__q_nb_striders_in_the_dark__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001071,public/audio/voice/lira_dewsong/greeting__lira_dewsong.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001072,public/audio/voice/lira_dewsong/quest__q_nb_night_gardens__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001073,public/audio/voice/lira_dewsong/quest__q_nb_striders_in_the_dark__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001074,public/audio/voice/lira_dewsong/quest__q_nb_road_of_lanterns__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001075,public/audio/voice/scout_yerrin/quest__q_dk_matriarch_of_the_maw__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001076,public/audio/voice/scout_yerrin/quest__q_dk_scales_of_the_maw__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001077,public/audio/voice/scout_yerrin/quest__q_dk_marrow_and_ash__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001078,public/audio/voice/scout_yerrin/quest__q_dk_scales_of_the_maw__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001079,public/audio/voice/scout_yerrin/quest__q_dk_watcher_at_the_wargate__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001080,public/audio/voice/scout_yerrin/greeting__scout_yerrin.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001081,public/audio/voice/scout_yerrin/quest__q_dk_marrow_and_ash__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001082,public/audio/voice/fisher_bram/yell__nell_sent_you_then_she_is_alive_oh_thank_the_tide_stay_close.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001083,public/audio/voice/fisher_bram/yell__nell_i_am_sorry_love_i_nearly_made_it_home.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001084,public/audio/voice/fisher_bram/yell__gullhaven_i_can_see_our_roof_from_here_go_on_ahead_friend_i_.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001085,public/audio/voice/hermit_okku/quest__q_pr_idol_guardian__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001086,public/audio/voice/hermit_okku/quest__q_pr_the_man_who_went_in__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001087,public/audio/voice/hermit_okku/greeting__hermit_okku.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001088,public/audio/voice/hermit_okku/quest__q_pr_idol_guardian__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001089,public/audio/voice/hermit_okku/quest__q_pr_what_the_drums_guard__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001090,public/audio/voice/hermit_okku/quest__q_pr_what_the_drums_guard__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001091,public/audio/voice/hermit_okku/quest__q_pr_canopy_silk__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001092,public/audio/voice/hermit_okku/quest__q_pr_canopy_silk__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001093,public/audio/voice/archivist_tullo/quest__q_shards_of_starfall__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001094,public/audio/voice/archivist_tullo/quest__q_monument_tour__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001095,public/audio/voice/archivist_tullo/quest__q_monument_tour__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001096,public/audio/voice/archivist_tullo/quest__q_wardens_echoes__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001097,public/audio/voice/archivist_tullo/quest__q_wardens_echoes__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001098,public/audio/voice/archivist_tullo/quest__q_shards_of_starfall__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001099,public/audio/voice/archivist_tullo/greeting__archivist_tullo.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001100,public/audio/voice/bridgewright_alden/quest__q_wf_mind_the_moorings__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001101,public/audio/voice/bridgewright_alden/quest__q_wf_rope_chewers__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001102,public/audio/voice/bridgewright_alden/quest__q_wf_across_the_fenway__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001103,public/audio/voice/bridgewright_alden/greeting__bridgewright_alden.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001104,public/audio/voice/bridgewright_alden/quest__q_wf_mind_the_moorings__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001105,public/audio/voice/bridgewright_alden/quest__q_wf_witch_of_willowweep__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001106,public/audio/voice/bridgewright_alden/quest__q_wf_rope_chewers__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001107,public/audio/voice/gravedigger_mosley/yell__you_ll_walk_with_me_bless_you_keep_between_me_and_the_trees_.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001108,public/audio/voice/gravedigger_mosley/yell__the_lanterns_i_can_hear_the_bells_the_proper_bells_i_am_neve.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001109,public/audio/voice/gravedigger_mosley/yell__no_not_out_here_do_not_let_them_plant_me_where_the_candles_c.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001110,public/audio/voice/alchemist_verane/quest__q_prof_workorder_apothecary__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001111,public/audio/voice/alchemist_verane/quest__q_prof_workorder_apothecary__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001112,public/audio/voice/alchemist_verane/greeting__alchemist_verane.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001113,public/audio/voice/bursar_petra_vell/greeting__bursar_petra_vell.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001114,public/audio/voice/fisher_nell/quest__q_fs_bram_come_home__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001115,public/audio/voice/fisher_nell/quest__q_fs_bram_come_home__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001116,public/audio/voice/fisher_nell/greeting__fisher_nell.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001117,public/audio/voice/aurorist_veyla/greeting__aurorist_veyla.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001118,public/audio/voice/aurorist_veyla/quest__q_fv_seeing_wren_home__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001119,public/audio/voice/aurorist_veyla/quest__q_fv_rime_unbound__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001120,public/audio/voice/aurorist_veyla/quest__q_fv_rime_unbound__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001121,public/audio/voice/aurorist_veyla/quest__q_fv_aurora_motes__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001122,public/audio/voice/aurorist_veyla/quest__q_fv_lights_over_steps__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001123,public/audio/voice/aurorist_veyla/quest__q_fv_aurora_motes__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001124,public/audio/voice/mender_saul/greeting__mender_saul.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001125,public/audio/voice/mender_saul/quest__q_fs_moss_and_mending__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001126,public/audio/voice/mender_saul/quest__q_fs_moss_and_mending__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001127,public/audio/voice/weaver_amelle/quest__q_nb_wool_by_moonlight__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001128,public/audio/voice/weaver_amelle/quest__q_nb_wool_by_moonlight__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001129,public/audio/voice/weaver_amelle/greeting__weaver_amelle.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001130,public/audio/voice/wardsmith_orun/greeting__wardsmith_orun.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001131,public/audio/voice/groundskeeper_bram/greeting__groundskeeper_bram.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001132,public/audio/voice/brother_aldric/quest__q_gravecallers_trail__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001133,public/audio/voice/brother_aldric/greeting__brother_aldric_highwatch.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001134,public/audio/voice/brother_aldric/quest__q_velkhar__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001135,public/audio/voice/brother_aldric/quest__q_silence_the_call__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001136,public/audio/voice/brother_aldric/quest__q_summoners__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001137,public/audio/voice/brother_aldric/quest__q_hollow__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001138,public/audio/voice/brother_aldric/quest__q_nythraxis_bound_guardian__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001139,public/audio/voice/brother_aldric/quest__q_nythraxis_graves__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001140,public/audio/voice/brother_aldric/quest__q_voice_below__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001141,public/audio/voice/brother_aldric/yell__yet_you_still_cling_to_it.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001142,public/audio/voice/brother_aldric/quest__q_rite__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001143,public/audio/voice/brother_aldric/greeting__brother_aldric.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001144,public/audio/voice/brother_aldric/quest__q_nythraxis_scourges_end__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001145,public/audio/voice/brother_aldric/quest__q_nythraxis_sealed_crypt__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001146,public/audio/voice/brother_aldric/yell__fail_and_we_all_perish.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001147,public/audio/voice/brother_aldric/quest__q_names_of_the_dead__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001148,public/audio/voice/brother_aldric/quest__q_sexton__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001149,public/audio/voice/brother_aldric/quest__q_rite__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001150,public/audio/voice/brother_aldric/quest__q_gravewyrm__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001151,public/audio/voice/brother_aldric/quest__q_breaking_the_seal__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001152,public/audio/voice/brother_aldric/quest__q_drowned_censers__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001153,public/audio/voice/brother_aldric/quest__q_cult_orders__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001154,public/audio/voice/brother_aldric/quest__q_bones__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001155,public/audio/voice/brother_aldric/quest__q_zealots__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001156,public/audio/voice/brother_aldric/quest__q_idols__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001157,public/audio/voice/brother_aldric/quest__q_gravewyrm__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001158,public/audio/voice/brother_aldric/quest__q_bastion_door__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001159,public/audio/voice/brother_aldric/quest__q_cult_orders__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001160,public/audio/voice/brother_aldric/quest__q_necromancers__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001161,public/audio/voice/brother_aldric/quest__q_nythraxis_restless_dead__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001162,public/audio/voice/brother_aldric/quest__q_velkhar__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001163,public/audio/voice/brother_aldric/quest__q_sanctum_gate__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001164,public/audio/voice/brother_aldric/quest__q_necromancers__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001165,public/audio/voice/brother_aldric/greeting__brother_aldric_fen.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001166,public/audio/voice/brother_aldric/yell__the_wardstones_still_bind_his_soul.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001167,public/audio/voice/brother_aldric/quest__q_drowned__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001168,public/audio/voice/brother_aldric/quest__q_aldrics_fallen_star__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001169,public/audio/voice/brother_aldric/quest__q_names_of_the_dead__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001170,public/audio/voice/brother_aldric/quest__q_nythraxis_graves__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001171,public/audio/voice/brother_aldric/quest__q_highwatch_summons__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001172,public/audio/voice/brother_aldric/quest__q_wyrm_sigils__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001173,public/audio/voice/brother_aldric/yell__when_the_time_comes_do_not_ignore_them.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001174,public/audio/voice/brother_aldric/quest__q_gravecallers_trail__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001175,public/audio/voice/brother_aldric/greeting__brother_aldric_raid.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001176,public/audio/voice/brother_aldric/quest__q_summoners__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001177,public/audio/voice/brother_aldric/yell__your_kingdom_is_gone_nythraxis.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001178,public/audio/voice/brother_aldric/quest__q_silence_the_call__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001179,public/audio/voice/brother_aldric/quest__q_nythraxis_bound_guardian__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001180,public/audio/voice/brother_aldric/quest__q_hollow__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001181,public/audio/voice/brother_aldric/quest__q_whispers__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001182,public/audio/voice/brother_aldric/quest__q_fenbridge_muster__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001183,public/audio/voice/brother_aldric/quest__q_nythraxis_sealed_crypt__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001184,public/audio/voice/brother_aldric/quest__q_idols__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001185,public/audio/voice/brother_aldric/quest__q_no_rest__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001186,public/audio/voice/brother_aldric/quest__q_zealots__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001187,public/audio/voice/brother_aldric/quest__q_wyrm_sigils__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001188,public/audio/voice/brother_aldric/quest__q_drowned_censers__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001189,public/audio/voice/brother_aldric/yell__champions_listen_carefully.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001190,public/audio/voice/brother_aldric/quest__q_mistcaller__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001191,public/audio/voice/brother_aldric/quest__q_whispers__complete.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
TEM-001192,public/audio/voice/brother_aldric/quest__q_aldrics_fallen_star__offer.mp3,Audio,AUDIO,,,PENDING,,,,,,,FOUND_NEARBY,,
