duplicate_group,sha256,copy_count,asset_id,origin,relative_path,size_bytes
DUP-00412,24b892acc3559ddb2615c706b77133ebcbabb378ad0222488b3508a8d9369fe3,2,TEM-001648,TEMPLATE,public/models/dungeon/wall_window_closed.glb,42540
DUP-00412,24b892acc3559ddb2615c706b77133ebcbabb378ad0222488b3508a8d9369fe3,2,NOV-004808,NOVO,01_Assets_Organizados/Dungeon/wall_window_closed.glb,42540
DUP-00413,98c5d8009370c374aaeabdf334bd6d067f9d6a4eb242afa4df491c5f10fc625d,2,TEM-001649,TEMPLATE,public/models/dungeon/floor_dirt_small_b.glb,31096
DUP-00413,98c5d8009370c374aaeabdf334bd6d067f9d6a4eb242afa4df491c5f10fc625d,2,NOV-004809,NOVO,01_Assets_Organizados/Dungeon/floor_dirt_small_b.glb,31096
DUP-00414,b256c308c0b48f2647df7f6773fe38785ba7818b9ad2acdf02766243131f3447,2,TEM-001650,TEMPLATE,public/models/dungeon/wall_inset_shelves_decoratedb.glb,59912
DUP-00414,b256c308c0b48f2647df7f6773fe38785ba7818b9ad2acdf02766243131f3447,2,NOV-004810,NOVO,01_Assets_Organizados/Dungeon/wall_inset_shelves_decoratedb.glb,59912
DUP-00415,194ebeb02667f07e5e99d84421c43eedeb81d5246f296b5ee60537c509a77e81,2,TEM-001651,TEMPLATE,public/models/dungeon/scaffold_pillar_wall_cross.glb,31732
DUP-00415,194ebeb02667f07e5e99d84421c43eedeb81d5246f296b5ee60537c509a77e81,2,NOV-004811,NOVO,01_Assets_Organizados/Dungeon/scaffold_pillar_wall_cross.glb,31732
DUP-00416,600f70e4735824d4facdefaced1a5981d9503ef8888a49e47a8368dfbe61fe38,2,TEM-001652,TEMPLATE,public/models/dungeon/lollipop_purple.glb,34124
DUP-00416,600f70e4735824d4facdefaced1a5981d9503ef8888a49e47a8368dfbe61fe38,2,NOV-004812,NOVO,01_Assets_Organizados/Dungeon/lollipop_purple.glb,34124
DUP-00417,da734c646514b4fb21a885536417cd2948bce93ad8af8f4980af653dfbf62be7,2,TEM-001653,TEMPLATE,public/models/dungeon/bottle_c_brown.glb,33024
DUP-00417,da734c646514b4fb21a885536417cd2948bce93ad8af8f4980af653dfbf62be7,2,NOV-004813,NOVO,01_Assets_Organizados/Dungeon/bottle_c_brown.glb,33024
DUP-00418,65a794851f156e68dd403b3a4bd7f31c8bf50c3827f38c628648b7f3dd28a790,2,TEM-001654,TEMPLATE,public/models/dungeon/wall_shelves.glb,58844
DUP-00418,65a794851f156e68dd403b3a4bd7f31c8bf50c3827f38c628648b7f3dd28a790,2,NOV-004814,NOVO,01_Assets_Organizados/Dungeon/wall_shelves.glb,58844
DUP-00419,da979bdd268a3bec1a54775a60483fbc545cc4fab50926fdc9c62e2737c7114a,2,TEM-001655,TEMPLATE,public/models/dungeon/coffin_decorated.glb,51432
DUP-00419,da979bdd268a3bec1a54775a60483fbc545cc4fab50926fdc9c62e2737c7114a,2,NOV-004815,NOVO,01_Assets_Organizados/Dungeon/coffin_decorated.glb,51432
DUP-00420,3883d220e77bfc7d40e5821b1e2cdadc27b206b5a7430d58ee1303643c8f1ace,2,TEM-001656,TEMPLATE,public/models/dungeon/chest.glb,41900
DUP-00420,3883d220e77bfc7d40e5821b1e2cdadc27b206b5a7430d58ee1303643c8f1ace,2,NOV-004816,NOVO,01_Assets_Organizados/Dungeon/chest.glb,41900
DUP-00421,bda9e82d3778e60639739e58f491c14b1116cfee072a4818de7f37a285577e92,2,TEM-001657,TEMPLATE,public/models/dungeon/coin_stack_small.glb,37380
DUP-00421,bda9e82d3778e60639739e58f491c14b1116cfee072a4818de7f37a285577e92,2,NOV-004817,NOVO,01_Assets_Organizados/Dungeon/coin_stack_small.glb,37380
DUP-00422,f2a2fc4ef5b763f12e51a5100ed8a525baa753bbbe155b373c3b0b1c5f1e1eda,2,TEM-001658,TEMPLATE,public/models/dungeon/chest_gold.glb,55240
DUP-00422,f2a2fc4ef5b763f12e51a5100ed8a525baa753bbbe155b373c3b0b1c5f1e1eda,2,NOV-004818,NOVO,01_Assets_Organizados/Dungeon/chest_gold.glb,55240
DUP-00423,ea356f4fabf633b8a4ed7bee9f9abc6d664afc425a8e62aa6f9809f411759968,2,TEM-001659,TEMPLATE,public/models/dungeon/table_medium_broken.glb,35776
DUP-00423,ea356f4fabf633b8a4ed7bee9f9abc6d664afc425a8e62aa6f9809f411759968,2,NOV-004819,NOVO,01_Assets_Organizados/Dungeon/table_medium_broken.glb,35776
DUP-00424,98b1b2e09a588adcc11188a685491701d5c0a0fc747e974f71a73d60c921641e,2,TEM-001660,TEMPLATE,public/models/dungeon/floor_dirt_grave.glb,32760
DUP-00424,98b1b2e09a588adcc11188a685491701d5c0a0fc747e974f71a73d60c921641e,2,NOV-004820,NOVO,01_Assets_Organizados/Dungeon/floor_dirt_grave.glb,32760
DUP-00425,9b6be2c0054655932ca7c51eb1c70fc95f90bc1dd8e5494f4ba2b997d392f675,2,TEM-001661,TEMPLATE,public/models/dungeon/candy_green_b.glb,32640
DUP-00425,9b6be2c0054655932ca7c51eb1c70fc95f90bc1dd8e5494f4ba2b997d392f675,2,NOV-004822,NOVO,01_Assets_Organizados/Dungeon/candy_green_b.glb,32640
DUP-00426,acf1eb5f1fec7d908d71c1a7ed79257903498828006a94b4f2c02a254cbf1168,2,TEM-001662,TEMPLATE,public/models/dungeon/banner_patterna_brown.glb,32668
DUP-00426,acf1eb5f1fec7d908d71c1a7ed79257903498828006a94b4f2c02a254cbf1168,2,NOV-004823,NOVO,01_Assets_Organizados/Dungeon/banner_patterna_brown.glb,32668
DUP-00427,f6bf2a03818e67675f74906694cdb0ee0df88e3bf15248aff2663bbe132d3fc8,2,TEM-001663,TEMPLATE,public/models/dungeon/bed_b_single.glb,45236
DUP-00427,f6bf2a03818e67675f74906694cdb0ee0df88e3bf15248aff2663bbe132d3fc8,2,NOV-004824,NOVO,01_Assets_Organizados/Dungeon/bed_b_single.glb,45236
DUP-00428,6aa02be77185b3be426b3a202cdd95bc579d3dfe06d13cf34e7872156f0de97d,4,TEM-001664,TEMPLATE,public/models/dungeon/wall_doorway.glb,46572
DUP-00428,6aa02be77185b3be426b3a202cdd95bc579d3dfe06d13cf34e7872156f0de97d,4,TEM-002363,TEMPLATE,public/models/biome/kcas_wall_doorway.glb,46572
DUP-00428,6aa02be77185b3be426b3a202cdd95bc579d3dfe06d13cf34e7872156f0de97d,4,NOV-004826,NOVO,01_Assets_Organizados/Dungeon/wall_doorway.glb,46572
DUP-00428,6aa02be77185b3be426b3a202cdd95bc579d3dfe06d13cf34e7872156f0de97d,4,NOV-005240,NOVO,01_Assets_Organizados/Nature/kcas_wall_doorway.glb,46572
DUP-00429,d1c5e3870852422b011dafa5d0e457e5bf85e4b54289f55f2c6919d06aaedf4c,2,TEM-001665,TEMPLATE,public/models/dungeon/banner_shield_green.glb,41564
DUP-00429,d1c5e3870852422b011dafa5d0e457e5bf85e4b54289f55f2c6919d06aaedf4c,2,NOV-004827,NOVO,01_Assets_Organizados/Dungeon/banner_shield_green.glb,41564
DUP-00430,1974736a24451706aa2c17f81aff70d5d6acfb83c8f87d098a999e67292496f1,2,TEM-001666,TEMPLATE,public/models/dungeon/pumpkin_orange.glb,33284
DUP-00430,1974736a24451706aa2c17f81aff70d5d6acfb83c8f87d098a999e67292496f1,2,NOV-004828,NOVO,01_Assets_Organizados/Dungeon/pumpkin_orange.glb,33284
DUP-00431,7bdc53278c6a9cbf0e8ab90d7fa2b6d1da75f7d6c5796fb94a049dee59c1df1e,2,TEM-001667,TEMPLATE,public/models/dungeon/banner_patternb_green.glb,32452
DUP-00431,7bdc53278c6a9cbf0e8ab90d7fa2b6d1da75f7d6c5796fb94a049dee59c1df1e,2,NOV-004829,NOVO,01_Assets_Organizados/Dungeon/banner_patternb_green.glb,32452
DUP-00432,d11093509dabc937fb33fcb4ac814bf2be5b0415bcbeb3af0bf7e68067b7d9ce,2,TEM-001668,TEMPLATE,public/models/dungeon/wall_archedwindow_gated_scaffold.glb,42376
DUP-00432,d11093509dabc937fb33fcb4ac814bf2be5b0415bcbeb3af0bf7e68067b7d9ce,2,NOV-004830,NOVO,01_Assets_Organizados/Dungeon/wall_archedwindow_gated_scaffold.glb,42376
DUP-00433,f538fa2d74c5ad9db9b944556643da72f0a0a585d15182d56dbf3585f8e2cc73,2,TEM-001669,TEMPLATE,public/models/dungeon/table_round_medium.glb,37276
DUP-00433,f538fa2d74c5ad9db9b944556643da72f0a0a585d15182d56dbf3585f8e2cc73,2,NOV-004831,NOVO,01_Assets_Organizados/Dungeon/table_round_medium.glb,37276
DUP-00434,a66019137220ed765a3ddfeb898021a4ce7a10ca1a815d1980f8d4dace8c1a07,2,TEM-001670,TEMPLATE,public/models/dungeon/bar_innercorner.glb,38256
DUP-00434,a66019137220ed765a3ddfeb898021a4ce7a10ca1a815d1980f8d4dace8c1a07,2,NOV-004832,NOVO,01_Assets_Organizados/Dungeon/bar_innercorner.glb,38256
DUP-00435,f9281d09a9ea0c77fe6390ce6db7192f5965130ab1c6335a52ef7bde3a61e06e,2,TEM-001671,TEMPLATE,public/models/dungeon/banner_yellow.glb,32348
DUP-00435,f9281d09a9ea0c77fe6390ce6db7192f5965130ab1c6335a52ef7bde3a61e06e,2,NOV-004833,NOVO,01_Assets_Organizados/Dungeon/banner_yellow.glb,32348
DUP-00436,fd32040c9088cf139d1a4bbb903e50edc2b6b8a0a0e37f2c4ac037c1a282ad2e,2,TEM-001672,TEMPLATE,public/models/dungeon/floor_tile_small_decorated.glb,34260
DUP-00436,fd32040c9088cf139d1a4bbb903e50edc2b6b8a0a0e37f2c4ac037c1a282ad2e,2,NOV-004834,NOVO,01_Assets_Organizados/Dungeon/floor_tile_small_decorated.glb,34260
DUP-00437,da57d7833c14cb31ca3c832ca69895fb545d236cb757862131b522f0651558ed,2,TEM-001673,TEMPLATE,public/models/dungeon/table_long_decorated_a.glb,56120
DUP-00437,da57d7833c14cb31ca3c832ca69895fb545d236cb757862131b522f0651558ed,2,NOV-004835,NOVO,01_Assets_Organizados/Dungeon/table_long_decorated_a.glb,56120
DUP-00438,44daf630ac27957677e3f8bba2b1de42943c8862d89b09d2cb3695802b505da2,4,TEM-001674,TEMPLATE,public/models/dungeon/column.glb,31252
DUP-00438,44daf630ac27957677e3f8bba2b1de42943c8862d89b09d2cb3695802b505da2,4,TEM-002403,TEMPLATE,public/models/biome/kcas_column.glb,31252
DUP-00438,44daf630ac27957677e3f8bba2b1de42943c8862d89b09d2cb3695802b505da2,4,NOV-004836,NOVO,01_Assets_Organizados/Dungeon/column.glb,31252
DUP-00438,44daf630ac27957677e3f8bba2b1de42943c8862d89b09d2cb3695802b505da2,4,NOV-005281,NOVO,01_Assets_Organizados/Nature/kcas_column.glb,31252
DUP-00439,e76ca69ca751b4bfc2d2caac758fb3bc4f7ade0bef29d390d2c2852889dd45d8,2,TEM-001675,TEMPLATE,public/models/dungeon/fence_seperate.glb,36212
DUP-00439,e76ca69ca751b4bfc2d2caac758fb3bc4f7ade0bef29d390d2c2852889dd45d8,2,NOV-004837,NOVO,01_Assets_Organizados/Dungeon/fence_seperate.glb,36212
DUP-00440,2e184aa3d636ca067d2e28600360cf4214ee10c054cbe0206f81d548830981e7,2,TEM-001676,TEMPLATE,public/models/dungeon/banner_patternb_blue.glb,32452
DUP-00440,2e184aa3d636ca067d2e28600360cf4214ee10c054cbe0206f81d548830981e7,2,NOV-004838,NOVO,01_Assets_Organizados/Dungeon/banner_patternb_blue.glb,32452
DUP-00441,0f56df419f2fdb7f8b99a9d2f083a1f8ed28fe9626d47a99f91bba52ab74fb0c,2,TEM-001677,TEMPLATE,public/models/dungeon/banner_green.glb,29204
DUP-00441,0f56df419f2fdb7f8b99a9d2f083a1f8ed28fe9626d47a99f91bba52ab74fb0c,2,NOV-004839,NOVO,01_Assets_Organizados/Dungeon/banner_green.glb,29204
DUP-00442,a884eff5820eff41b7dc80fe2085be3e180c0a3ee1f6e857d178c1644a5af7f9,2,TEM-001678,TEMPLATE,public/models/dungeon/wall_inset_shelves_broken.glb,45140
DUP-00442,a884eff5820eff41b7dc80fe2085be3e180c0a3ee1f6e857d178c1644a5af7f9,2,NOV-004840,NOVO,01_Assets_Organizados/Dungeon/wall_inset_shelves_broken.glb,45140
DUP-00443,70cf3182f969a41bc0573c0a6871130f574efcd4374e621bf59b56fd765d4981,2,TEM-001680,TEMPLATE,public/models/dungeon/banner_patternb_brown.glb,32452
DUP-00443,70cf3182f969a41bc0573c0a6871130f574efcd4374e621bf59b56fd765d4981,2,NOV-004842,NOVO,01_Assets_Organizados/Dungeon/banner_patternb_brown.glb,32452
DUP-00444,195c23e42038f4caa5c143dccaccf5c2fada9255274e76ccac25395435fedec6,4,TEM-001681,TEMPLATE,public/models/dungeon/bookcase_double_decorateda.glb,66396
DUP-00444,195c23e42038f4caa5c143dccaccf5c2fada9255274e76ccac25395435fedec6,4,TEM-002520,TEMPLATE,public/models/biome/kcas_bookcase.glb,66396
DUP-00444,195c23e42038f4caa5c143dccaccf5c2fada9255274e76ccac25395435fedec6,4,NOV-004843,NOVO,01_Assets_Organizados/Dungeon/bookcase_double_decorateda.glb,66396
DUP-00444,195c23e42038f4caa5c143dccaccf5c2fada9255274e76ccac25395435fedec6,4,NOV-005392,NOVO,01_Assets_Organizados/Nature/kcas_bookcase.glb,66396
DUP-00445,a4fd2f3a640a4fd4dd2122bf96ee9c59dec1dc19b193c99c0a7061f2148af029,2,TEM-001682,TEMPLATE,public/models/dungeon/path_d.glb,33500
DUP-00445,a4fd2f3a640a4fd4dd2122bf96ee9c59dec1dc19b193c99c0a7061f2148af029,2,NOV-004844,NOVO,01_Assets_Organizados/Dungeon/path_d.glb,33500
DUP-00446,bdcf5ed8f75df54d799d937f6fd353d197a10b8196d876390b50d895ec12bc63,2,TEM-001683,TEMPLATE,public/models/dungeon/table_small.glb,33848
DUP-00446,bdcf5ed8f75df54d799d937f6fd353d197a10b8196d876390b50d895ec12bc63,2,NOV-004845,NOVO,01_Assets_Organizados/Dungeon/table_small.glb,33848
DUP-00447,840dec724eaaeeb3825c74edf2a87b6a366c06a0c8ee87b2d9a2fed2644b59ab,2,TEM-001684,TEMPLATE,public/models/dungeon/key.glb,32364
DUP-00447,840dec724eaaeeb3825c74edf2a87b6a366c06a0c8ee87b2d9a2fed2644b59ab,2,NOV-004846,NOVO,01_Assets_Organizados/Dungeon/key.glb,32364
DUP-00448,cd0f6879d2c3a76056ac91f588a2cd64ababbe26b3e69c6c0760447cffbbad12,2,TEM-001685,TEMPLATE,public/models/dungeon/path_c.glb,34768
DUP-00448,cd0f6879d2c3a76056ac91f588a2cd64ababbe26b3e69c6c0760447cffbbad12,2,NOV-004847,NOVO,01_Assets_Organizados/Dungeon/path_c.glb,34768
DUP-00449,2cbf79279474274f2df9e5e52ecbe6a88339e10ace1a3ec6b14caf93af800a89,2,TEM-001686,TEMPLATE,public/models/dungeon/bartop_b_medium.glb,35204
DUP-00449,2cbf79279474274f2df9e5e52ecbe6a88339e10ace1a3ec6b14caf93af800a89,2,NOV-004848,NOVO,01_Assets_Organizados/Dungeon/bartop_b_medium.glb,35204
DUP-00450,e04e7cd1a9b86d05171b7ea53ea210c34ada542be9c19a252e9bf243ae53cc09,2,TEM-001687,TEMPLATE,public/models/dungeon/gravestone.glb,31808
DUP-00450,e04e7cd1a9b86d05171b7ea53ea210c34ada542be9c19a252e9bf243ae53cc09,2,NOV-004849,NOVO,01_Assets_Organizados/Dungeon/gravestone.glb,31808
DUP-00451,d4340aec7b876aa374f2ffc5f51d7b18f069ff0bf81122ebb7c156a1d6ab6577,4,TEM-001688,TEMPLATE,public/models/dungeon/stairs_walled.glb,45940
DUP-00451,d4340aec7b876aa374f2ffc5f51d7b18f069ff0bf81122ebb7c156a1d6ab6577,4,TEM-002483,TEMPLATE,public/models/biome/kcas_stairs_walled.glb,45940
DUP-00451,d4340aec7b876aa374f2ffc5f51d7b18f069ff0bf81122ebb7c156a1d6ab6577,4,NOV-004850,NOVO,01_Assets_Organizados/Dungeon/stairs_walled.glb,45940
DUP-00451,d4340aec7b876aa374f2ffc5f51d7b18f069ff0bf81122ebb7c156a1d6ab6577,4,NOV-005362,NOVO,01_Assets_Organizados/Nature/kcas_stairs_walled.glb,45940
DUP-00452,01ade1c23d92936ed1b07806cdb4a449d5eb67152c64feb0f4c79c79eb5f665c,2,TEM-001689,TEMPLATE,public/models/dungeon/pumpkin_yellow.glb,33292
DUP-00452,01ade1c23d92936ed1b07806cdb4a449d5eb67152c64feb0f4c79c79eb5f665c,2,NOV-004851,NOVO,01_Assets_Organizados/Dungeon/pumpkin_yellow.glb,33292
DUP-00453,ebb63bcd1565cf9a6a0886c0cabe10f577708d25b64f1d168b3e6de408d4bb71,2,TEM-001690,TEMPLATE,public/models/dungeon/path_a.glb,34316
DUP-00453,ebb63bcd1565cf9a6a0886c0cabe10f577708d25b64f1d168b3e6de408d4bb71,2,NOV-004852,NOVO,01_Assets_Organizados/Dungeon/path_a.glb,34316
DUP-00454,c19bfcffba334d01bfa750ba899f3c51a0e280140fbfd5ce03d6ddf988f52345,2,TEM-001691,TEMPLATE,public/models/dungeon/plate_small.glb,31936
DUP-00454,c19bfcffba334d01bfa750ba899f3c51a0e280140fbfd5ce03d6ddf988f52345,2,NOV-004853,NOVO,01_Assets_Organizados/Dungeon/plate_small.glb,31936
DUP-00455,1989dd530400c138ec231638e4950a900ddc8e042dda821ac55ea25cb3f98280,2,TEM-001692,TEMPLATE,public/models/dungeon/candy_blue_b.glb,32648
DUP-00455,1989dd530400c138ec231638e4950a900ddc8e042dda821ac55ea25cb3f98280,2,NOV-004854,NOVO,01_Assets_Organizados/Dungeon/candy_blue_b.glb,32648
DUP-00456,884debcfc6527aa9e646187ad880f3242b69f61b0f0a4be910810f29c7d085be,2,TEM-001693,TEMPLATE,public/models/dungeon/floor_wood_small.glb,31736
DUP-00456,884debcfc6527aa9e646187ad880f3242b69f61b0f0a4be910810f29c7d085be,2,NOV-004855,NOVO,01_Assets_Organizados/Dungeon/floor_wood_small.glb,31736
DUP-00457,296fbec02475c7807b2a8efa083dee03d7e3ea6682a219e3a2593eed86ba7dc5,2,TEM-001694,TEMPLATE,public/models/dungeon/grave_a.glb,34828
DUP-00457,296fbec02475c7807b2a8efa083dee03d7e3ea6682a219e3a2593eed86ba7dc5,2,NOV-004856,NOVO,01_Assets_Organizados/Dungeon/grave_a.glb,34828
DUP-00458,1ecfa1de961324f9a99c7085cd9ce4e3e28c8184c5bfdf2bac4d95c2baf91746,2,TEM-001695,TEMPLATE,public/models/dungeon/wall_archedwindow_open.glb,41700
DUP-00458,1ecfa1de961324f9a99c7085cd9ce4e3e28c8184c5bfdf2bac4d95c2baf91746,2,NOV-004857,NOVO,01_Assets_Organizados/Dungeon/wall_archedwindow_open.glb,41700
DUP-00459,c1a9ab77c355e3d9cc28ee17d745a1de3a882892e8098a8aef229591088674d5,2,TEM-001696,TEMPLATE,public/models/dungeon/keg_decorated.glb,63516
DUP-00459,c1a9ab77c355e3d9cc28ee17d745a1de3a882892e8098a8aef229591088674d5,2,NOV-004858,NOVO,01_Assets_Organizados/Dungeon/keg_decorated.glb,63516
DUP-00460,cb60815f3022a90fb73ccbdbfd4275c0d393cc00a8111b3457aa989bee13946d,2,TEM-001697,TEMPLATE,public/models/dungeon/scaffold_beam_corner.glb,31136
DUP-00460,cb60815f3022a90fb73ccbdbfd4275c0d393cc00a8111b3457aa989bee13946d,2,NOV-004860,NOVO,01_Assets_Organizados/Dungeon/scaffold_beam_corner.glb,31136
DUP-00461,51457a443def876b3bf89bc1011d6789c17e37806b63143366bdba83d565fb52,2,TEM-001698,TEMPLATE,public/models/dungeon/banner_triple_brown.glb,35356
DUP-00461,51457a443def876b3bf89bc1011d6789c17e37806b63143366bdba83d565fb52,2,NOV-004861,NOVO,01_Assets_Organizados/Dungeon/banner_triple_brown.glb,35356
DUP-00462,d2d3c963f15bede5a986ca47ec711a966543e6aa0646b3a748499174c1a227e6,2,TEM-001699,TEMPLATE,public/models/dungeon/bucket_pickaxes.glb,38788
DUP-00462,d2d3c963f15bede5a986ca47ec711a966543e6aa0646b3a748499174c1a227e6,2,NOV-004862,NOVO,01_Assets_Organizados/Dungeon/bucket_pickaxes.glb,38788
DUP-00463,77eca7ca43234d1ebeb5a8485e9d17915108f8300544566221d7de1dd0837c82,2,TEM-001700,TEMPLATE,public/models/dungeon/banner_white.glb,29204
DUP-00463,77eca7ca43234d1ebeb5a8485e9d17915108f8300544566221d7de1dd0837c82,2,NOV-004863,NOVO,01_Assets_Organizados/Dungeon/banner_white.glb,29204
DUP-00464,0f67f16afa89aade990616e068aa903d9361477ef40946f672a8f19ee767948c,2,TEM-001701,TEMPLATE,public/models/dungeon/bookcase_single.glb,33736
DUP-00464,0f67f16afa89aade990616e068aa903d9361477ef40946f672a8f19ee767948c,2,NOV-004864,NOVO,01_Assets_Organizados/Dungeon/bookcase_single.glb,33736
DUP-00465,7e9d7d399c14963c74e84bacc91be0b855177f1b7bc6c3063b80a8fc5e07787e,2,TEM-001702,TEMPLATE,public/models/dungeon/table_round_small.glb,36628
DUP-00465,7e9d7d399c14963c74e84bacc91be0b855177f1b7bc6c3063b80a8fc5e07787e,2,NOV-004865,NOVO,01_Assets_Organizados/Dungeon/table_round_small.glb,36628
DUP-00466,eaaec6672e01df074fd62e4a7bafd8268d4f3e4be4648cbd13189ad294f36178,4,TEM-001703,TEMPLATE,public/models/dungeon/barrier_half.glb,31100
DUP-00466,eaaec6672e01df074fd62e4a7bafd8268d4f3e4be4648cbd13189ad294f36178,4,TEM-002454,TEMPLATE,public/models/biome/kcas_barrier_half.glb,31100
DUP-00466,eaaec6672e01df074fd62e4a7bafd8268d4f3e4be4648cbd13189ad294f36178,4,NOV-004866,NOVO,01_Assets_Organizados/Dungeon/barrier_half.glb,31100
DUP-00466,eaaec6672e01df074fd62e4a7bafd8268d4f3e4be4648cbd13189ad294f36178,4,NOV-005332,NOVO,01_Assets_Organizados/Nature/kcas_barrier_half.glb,31100
DUP-00467,9a0a2d342e39dbf65100e1ed9d49099a0ae1457ce386cf69952af2cb7fa2cfb4,2,TEM-001704,TEMPLATE,public/models/dungeon/bartop_b_small.glb,35200
DUP-00467,9a0a2d342e39dbf65100e1ed9d49099a0ae1457ce386cf69952af2cb7fa2cfb4,2,NOV-004867,NOVO,01_Assets_Organizados/Dungeon/bartop_b_small.glb,35200
DUP-00468,aae78d62361a7d0ac65330088dcb786c4e22b9114842250ffb2c07ad8cb365e7,2,TEM-001705,TEMPLATE,public/models/dungeon/fence_seperate_broken.glb,36712
DUP-00468,aae78d62361a7d0ac65330088dcb786c4e22b9114842250ffb2c07ad8cb365e7,2,NOV-004868,NOVO,01_Assets_Organizados/Dungeon/fence_seperate_broken.glb,36712
DUP-00469,60cd2db619d70b05c8f29a862b65c2dbbc9a89a89358d73ea846c27335275f43,2,TEM-001706,TEMPLATE,public/models/dungeon/plate_food_b.glb,34460
DUP-00469,60cd2db619d70b05c8f29a862b65c2dbbc9a89a89358d73ea846c27335275f43,2,NOV-004869,NOVO,01_Assets_Organizados/Dungeon/plate_food_b.glb,34460
DUP-00470,88b99266d2ff445e58b2afa9baea03b4c3390d4e7dc25cb9bb5ce462648d439f,2,TEM-001707,TEMPLATE,public/models/dungeon/banner_thin_green.glb,32028
DUP-00470,88b99266d2ff445e58b2afa9baea03b4c3390d4e7dc25cb9bb5ce462648d439f,2,NOV-004870,NOVO,01_Assets_Organizados/Dungeon/banner_thin_green.glb,32028
DUP-00471,c05ab730a263edd7b0b17c60ae8a1f2fcfe9409367b6573c3d33c929fa337a21,2,TEM-001708,TEMPLATE,public/models/dungeon/sign_left.glb,32384
DUP-00471,c05ab730a263edd7b0b17c60ae8a1f2fcfe9409367b6573c3d33c929fa337a21,2,NOV-004871,NOVO,01_Assets_Organizados/Dungeon/sign_left.glb,32384
DUP-00472,3b2cb6f59ef6f0b5604f5ad3859893d5acc6f6e99396ad3ba04830b9be4e2415,2,TEM-001709,TEMPLATE,public/models/dungeon/rocks_small.glb,34000
DUP-00472,3b2cb6f59ef6f0b5604f5ad3859893d5acc6f6e99396ad3ba04830b9be4e2415,2,NOV-004872,NOVO,01_Assets_Organizados/Dungeon/rocks_small.glb,34000
DUP-00473,8df5267a7e7045b459de872e2cadefb53acf88acc87b59d671f7e04d9183b6f5,2,TEM-001710,TEMPLATE,public/models/dungeon/skull.glb,32540
DUP-00473,8df5267a7e7045b459de872e2cadefb53acf88acc87b59d671f7e04d9183b6f5,2,NOV-004873,NOVO,01_Assets_Organizados/Dungeon/skull.glb,32540
DUP-00474,c711e881a25568df28c267cb7707217a062df5cf38babb5a154e00c1aaf84abc,2,TEM-001711,TEMPLATE,public/models/dungeon/candycorn.glb,31420
DUP-00474,c711e881a25568df28c267cb7707217a062df5cf38babb5a154e00c1aaf84abc,2,NOV-004874,NOVO,01_Assets_Organizados/Dungeon/candycorn.glb,31420
DUP-00475,bd3aaea19a21580e7d04ebee72fc9723380da8c8f23a5514a31122e570b3c890,2,TEM-001712,TEMPLATE,public/models/dungeon/lantern_standing.glb,34196
DUP-00475,bd3aaea19a21580e7d04ebee72fc9723380da8c8f23a5514a31122e570b3c890,2,NOV-004875,NOVO,01_Assets_Organizados/Dungeon/lantern_standing.glb,34196
DUP-00476,1bd740498dc32844b26cae8e20970ade816d4e915877e826daa896c158d364a4,2,TEM-001713,TEMPLATE,public/models/dungeon/wall_crossing.glb,44028
DUP-00476,1bd740498dc32844b26cae8e20970ade816d4e915877e826daa896c158d364a4,2,NOV-004876,NOVO,01_Assets_Organizados/Dungeon/wall_crossing.glb,44028
DUP-00477,f2bc0209ef887d1f701ed9ad211991ebf9c7fb341ef3e21606fa0b250bad91e9,2,TEM-001714,TEMPLATE,public/models/dungeon/box_small.glb,30608
DUP-00477,f2bc0209ef887d1f701ed9ad211991ebf9c7fb341ef3e21606fa0b250bad91e9,2,NOV-004878,NOVO,01_Assets_Organizados/Dungeon/box_small.glb,30608
DUP-00478,d14170573643e5103443bd861528926b17e607439ec98fa0a3034b292d309529,2,TEM-001715,TEMPLATE,public/models/dungeon/pillar_decorated.glb,40800
DUP-00478,d14170573643e5103443bd861528926b17e607439ec98fa0a3034b292d309529,2,NOV-004879,NOVO,01_Assets_Organizados/Dungeon/pillar_decorated.glb,40800
DUP-00479,85c1bc9d333e1337fd39e8e6f589efebc6a8568ad0d408dba015e1ee7ca394a0,2,TEM-001716,TEMPLATE,public/models/dungeon/wall_scaffold.glb,42376
DUP-00479,85c1bc9d333e1337fd39e8e6f589efebc6a8568ad0d408dba015e1ee7ca394a0,2,NOV-004880,NOVO,01_Assets_Organizados/Dungeon/wall_scaffold.glb,42376
DUP-00480,b7ee89d418b1553021e52bb202630e08ee6f641450e720ca21a180ac525acfab,2,TEM-001717,TEMPLATE,public/models/dungeon/box_small_decorated.glb,47020
DUP-00480,b7ee89d418b1553021e52bb202630e08ee6f641450e720ca21a180ac525acfab,2,NOV-004881,NOVO,01_Assets_Organizados/Dungeon/box_small_decorated.glb,47020
DUP-00481,48463d0766272e0dd22f2d76bc19f03837b51c57396e68bf209ca66e77cfc308,2,TEM-001718,TEMPLATE,public/models/dungeon/table_medium_tablecloth_decorated_b.glb,47504
DUP-00481,48463d0766272e0dd22f2d76bc19f03837b51c57396e68bf209ca66e77cfc308,2,NOV-004882,NOVO,01_Assets_Organizados/Dungeon/table_medium_tablecloth_decorated_b.glb,47504
DUP-00482,1eea8347f4495306245beff6faef808b24d2be9f9976215d26080c712f730890,2,TEM-001719,TEMPLATE,public/models/dungeon/floor_dirt_small_weeds.glb,36740
