scope,relative_path,category,file_name,extension,size_bytes,size_kb,size_mb,mapping_status,mapping_source,mapping_target,mapping_label,triangles,vertices,materials,textures_in_gltf,image_width,image_height,image_mode
01_Assets_Organizados,UI/professions/archetype_cogsmith.webp,UI,archetype_cogsmith.webp,.webp,5506,5.38,0.0053,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/professions/archetype_gembinder.webp,UI,archetype_gembinder.webp,.webp,5048,4.93,0.0048,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/professions/archetype_mageweaver.webp,UI,archetype_mageweaver.webp,.webp,4612,4.5,0.0044,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/professions/archetype_outfitter.webp,UI,archetype_outfitter.webp,.webp,5370,5.24,0.0051,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/professions/archetype_smith.webp,UI,archetype_smith.webp,.webp,5542,5.41,0.0053,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/professions/archetype_trapper.webp,UI,archetype_trapper.webp,.webp,4796,4.68,0.0046,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/architects_cornerstone.webp,UI,architects_cornerstone.webp,.webp,5166,5.04,0.0049,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/chrome/arena.webp,UI,arena.webp,.webp,8290,8.1,0.0079,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/specs/warrior/arms.webp,UI,arms.webp,.webp,6288,6.14,0.006,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warlock/army_of_the_dead.webp,UI,army_of_the_dead.webp,.webp,5504,5.38,0.0052,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/cursors/arrow.png,UI,arrow.png,.png,2653,2.59,0.0025,UNMAPPED,,,,,,,,28,28,RGBA
01_Assets_Organizados,UI/items/artisans_eye.webp,UI,artisans_eye.webp,.webp,2138,2.09,0.002,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/ashbone_raider.webp,UI,ashbone_raider.webp,.webp,2910,2.84,0.0028,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashbone_war_brand.webp,UI,ashbone_war_brand.webp,.webp,1772,1.73,0.0017,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/ashbone_warcaller.webp,UI,ashbone_warcaller.webp,.webp,2836,2.77,0.0027,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashen_focus_ring.webp,UI,ashen_focus_ring.webp,.webp,3826,3.74,0.0036,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/store/armory/ashspark_dagger.webp,UI,ashspark_dagger.webp,.webp,8812,8.61,0.0084,UNMAPPED,,,,,,,,512,512,RGB
01_Assets_Organizados,UI/weapons/ashspark_shiv.jpg,UI,ashspark_shiv.jpg,.jpg,808,0.79,0.0008,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashstalker_cowl.webp,UI,ashstalker_cowl.webp,.webp,3966,3.87,0.0038,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashstalker_grips.webp,UI,ashstalker_grips.webp,.webp,3882,3.79,0.0037,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashstalker_harness.webp,UI,ashstalker_harness.webp,.webp,3974,3.88,0.0038,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashstalker_legguards.webp,UI,ashstalker_legguards.webp,.webp,3888,3.8,0.0037,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashstalker_shoulderguards.webp,UI,ashstalker_shoulderguards.webp,.webp,3818,3.73,0.0036,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashstalker_treads.webp,UI,ashstalker_treads.webp,.webp,3886,3.79,0.0037,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashstalker_waistband.webp,UI,ashstalker_waistband.webp,.webp,4414,4.31,0.0042,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashwood_axe.webp,UI,ashwood_axe.webp,.webp,4090,3.99,0.0039,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashwood_log.webp,UI,ashwood_log.webp,.webp,1926,1.88,0.0018,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/ashwood_smoked_eel.webp,UI,ashwood_smoked_eel.webp,.webp,4946,4.83,0.0047,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/hunter/aspect_of_the_cheetah.webp,UI,aspect_of_the_cheetah.webp,.webp,3812,3.72,0.0036,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/hunter/aspect_of_the_hawk.webp,UI,aspect_of_the_hawk.webp,.webp,4554,4.45,0.0043,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/skills/hunter/aspect_of_the_monkey.webp,UI,aspect_of_the_monkey.webp,.webp,3234,3.16,0.0031,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/hunter/aspect_of_the_wild.webp,UI,aspect_of_the_wild.webp,.webp,4574,4.47,0.0044,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/specs/rogue/assassination.webp,UI,assassination.webp,.webp,4682,4.57,0.0045,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/store/armory/astravyr_dagger.webp,UI,astravyr_dagger.webp,.webp,12500,12.21,0.0119,UNMAPPED,,,,,,,,512,512,RGB
01_Assets_Organizados,UI/weapons/astravyr_fang_of_the_fallen_star.jpg,UI,astravyr_fang_of_the_fallen_star.jpg,.jpg,777,0.76,0.0007,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/cursors/attack-sword.png,UI,attack-sword.png,.png,1067,1.04,0.001,UNMAPPED,,,,,,,,25,32,RGBA
01_Assets_Organizados,UI/skills/warrior/attack.webp,UI,attack.webp,.webp,7612,7.43,0.0073,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/paladin/aura_mastery.webp,UI,aura_mastery.webp,.webp,7840,7.66,0.0075,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/aurelhorn.webp,UI,aurelhorn.webp,.webp,2810,2.74,0.0027,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/aurora_mote.webp,UI,aurora_mote.webp,.webp,1986,1.94,0.0019,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/avatar.webp,UI,avatar.webp,.webp,9776,9.55,0.0093,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/paladin/avenging_wrath.webp,UI,avenging_wrath.webp,.webp,5768,5.63,0.0055,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/weapons/axe_a.jpg,UI,axe_a.jpg,.jpg,1623,1.58,0.0015,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/weapons/axe_b.jpg,UI,axe_b.jpg,.jpg,1603,1.57,0.0015,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/weapons/axe_c.jpg,UI,axe_c.jpg,.jpg,1629,1.59,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/weapons/axe_d.jpg,UI,axe_d.jpg,.jpg,1580,1.54,0.0015,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/backpack.webp,UI,backpack.webp,.webp,2926,2.86,0.0028,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/rogue/backstab.webp,UI,backstab.webp,.webp,4242,4.14,0.004,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/chrome/bags.webp,UI,bags.webp,.webp,6088,5.95,0.0058,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/baked_bread.webp,UI,baked_bread.webp,.webp,3138,3.06,0.003,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/specs/druid/balance.webp,UI,balance.webp,.webp,6636,6.48,0.0063,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/chrome/ball.webp,UI,ball.webp,.webp,7592,7.41,0.0072,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/bandit_bandana.webp,UI,bandit_bandana.webp,.webp,2410,2.35,0.0023,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/druid/barkskin.webp,UI,barkskin.webp,.webp,4922,4.81,0.0047,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/barrow_grave_offering.webp,UI,barrow_grave_offering.webp,.webp,3204,3.13,0.0031,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/barrow_king.webp,UI,barrow_king.webp,.webp,2312,2.26,0.0022,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/barrow_wight.webp,UI,barrow_wight.webp,.webp,2760,2.7,0.0026,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/barrowshade_mantle.webp,UI,barrowshade_mantle.webp,.webp,2680,2.62,0.0026,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/druid/bash.webp,UI,bash.webp,.webp,4522,4.42,0.0043,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/basin_stalkers_tunic.webp,UI,basin_stalkers_tunic.webp,.webp,3770,3.68,0.0036,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/bastion_revenant.webp,UI,bastion_revenant.webp,.webp,2268,2.21,0.0022,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/paladin/bastion_rite.webp,UI,bastion_rite.webp,.webp,7438,7.26,0.0071,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/paladin/bastion_sweep.webp,UI,bastion_sweep.webp,.webp,6186,6.04,0.0059,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bastion_ward_stone.webp,UI,bastion_ward_stone.webp,.webp,3184,3.11,0.003,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/battle_rhythm.webp,UI,battle_rhythm.webp,.webp,9132,8.92,0.0087,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/battle_shout.webp,UI,battle_shout.webp,.webp,5076,4.96,0.0048,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/skills/warrior/battle_stance.webp,UI,battle_stance.webp,.webp,4486,4.38,0.0043,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/paladin/beacon_of_light.webp,UI,beacon_of_light.webp,.webp,4438,4.33,0.0042,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/druid/bear_charge.webp,UI,bear_charge.webp,.webp,5300,5.18,0.0051,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/druid/bear_form.webp,UI,bear_form.webp,.webp,4282,4.18,0.0041,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/crests/families/beast.webp,UI,beast.webp,.webp,15984,15.61,0.0152,UNMAPPED,,,,,,,,256,256,RGB
01_Assets_Organizados,UI/specs/hunter/beast_mastery.webp,UI,beast_mastery.webp,.webp,7320,7.15,0.007,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/druid/berserk.webp,UI,berserk.webp,.webp,5596,5.46,0.0053,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/berserker_rage.webp,UI,berserker_rage.webp,.webp,4832,4.72,0.0046,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/berserker_stance.webp,UI,berserker_stance.webp,.webp,9254,9.04,0.0088,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/hunter/bestial_wrath.webp,UI,bestial_wrath.webp,.webp,4376,4.27,0.0042,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/blackwater_vanguard_chest.webp,UI,blackwater_vanguard_chest.webp,.webp,4386,4.28,0.0042,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/rogue/blade_flurry.webp,UI,blade_flurry.webp,.webp,4192,4.09,0.004,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/bladestorm.webp,UI,bladestorm.webp,.webp,10612,10.36,0.0101,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/mage/blazing_barrier.webp,UI,blazing_barrier.webp,.webp,6994,6.83,0.0067,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/blessed_embers.webp,UI,blessed_embers.webp,.webp,2972,2.9,0.0028,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/blessed_wax.webp,UI,blessed_wax.webp,.webp,2610,2.55,0.0025,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/paladin/blessing_of_might.webp,UI,blessing_of_might.webp,.webp,3750,3.66,0.0036,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/skills/rogue/blind.webp,UI,blind.webp,.webp,3030,2.96,0.0029,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/skills/mage/blink.webp,UI,blink.webp,.webp,5250,5.13,0.005,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/mage/blink_while_casting.webp,UI,blink_while_casting.webp,.webp,7626,7.45,0.0073,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/mage/blizzard.webp,UI,blizzard.webp,.webp,8118,7.93,0.0077,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/bloodbath.webp,UI,bloodbath.webp,.webp,9618,9.39,0.0092,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/hunter/bloodhook.webp,UI,bloodhook.webp,.webp,3954,3.86,0.0038,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/shaman/bloodlust.webp,UI,bloodlust.webp,.webp,8270,8.08,0.0079,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bloodmane_war_legguards.webp,UI,bloodmane_war_legguards.webp,.webp,2738,2.67,0.0026,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bloodmane_warleggings.webp,UI,bloodmane_warleggings.webp,.webp,1896,1.85,0.0018,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/bloodrage.webp,UI,bloodrage.webp,.webp,3586,3.5,0.0034,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/bloodthirst.webp,UI,bloodthirst.webp,.webp,4874,4.76,0.0046,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/hunter/bloodtrail_assault.webp,UI,bloodtrail_assault.webp,.webp,3474,3.39,0.0033,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/boar_hide.webp,UI,boar_hide.webp,.webp,2746,2.68,0.0026,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/rogue/body_blow.webp,UI,body_blow.webp,.webp,3784,3.7,0.0036,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/bog_bloat.webp,UI,bog_bloat.webp,.webp,1788,1.75,0.0017,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bogiron_hauberk.webp,UI,bogiron_hauberk.webp,.webp,2272,2.22,0.0022,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bogiron_mace.webp,UI,bogiron_mace.webp,.webp,1702,1.66,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bogiron_nugget.webp,UI,bogiron_nugget.webp,.webp,2838,2.77,0.0027,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/bogtoad.webp,UI,bogtoad.webp,.webp,1866,1.82,0.0018,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warlock/bone_armor.webp,UI,bone_armor.webp,.webp,4220,4.12,0.004,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bone_fragments.webp,UI,bone_fragments.webp,.webp,2398,2.34,0.0023,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bonechill_cord.webp,UI,bonechill_cord.webp,.webp,4564,4.46,0.0044,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bonechill_striders.webp,UI,bonechill_striders.webp,.webp,5500,5.37,0.0052,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/bonechill_widow.webp,UI,bonechill_widow.webp,.webp,1758,1.72,0.0017,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/boneclad_revenant.webp,UI,boneclad_revenant.webp,.webp,2300,2.25,0.0022,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/boneglass_shiv.webp,UI,boneglass_shiv.webp,.webp,1846,1.8,0.0018,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/boneguard_breastplate.webp,UI,boneguard_breastplate.webp,.webp,3814,3.72,0.0036,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bonelord_mantle.webp,UI,bonelord_mantle.webp,.webp,2954,2.88,0.0028,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/boneplate_vest.webp,UI,boneplate_vest.webp,.webp,2976,2.91,0.0028,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bonewrought_bulwark.webp,UI,bonewrought_bulwark.webp,.webp,6592,6.44,0.0063,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bonewrought_greatsword.webp,UI,bonewrought_greatsword.webp,.webp,1952,1.91,0.0019,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/chrome/book.webp,UI,book.webp,.webp,7484,7.31,0.0071,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/crests/status/boss.webp,UI,boss.webp,.webp,14370,14.03,0.0137,UNMAPPED,,,,,,,,256,256,RGB
01_Assets_Organizados,UI/mobs/bound_guardian.webp,UI,bound_guardian.webp,.webp,2796,2.73,0.0027,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/dungeons/bound_guardian.webp,UI,bound_guardian.webp,.webp,3294,3.22,0.0031,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/boundstone_girdle.webp,UI,boundstone_girdle.webp,.webp,2746,2.68,0.0026,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/boundstone_helm.webp,UI,boundstone_helm.webp,.webp,2510,2.45,0.0024,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/mage/brain_freeze.webp,UI,brain_freeze.webp,.webp,5886,5.75,0.0056,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/brakka_wallbreaker.webp,UI,brakka_wallbreaker.webp,.webp,1682,1.64,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bramblehide_jerkin.webp,UI,bramblehide_jerkin.webp,.webp,3094,3.02,0.003,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/store/armory/brasscap_axe.webp,UI,brasscap_axe.webp,.webp,8074,7.88,0.0077,UNMAPPED,,,,,,,,512,512,RGB
01_Assets_Organizados,UI/weapons/brasscap_hatchet.jpg,UI,brasscap_hatchet.jpg,.jpg,968,0.95,0.0009,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/store/armory/brasscrown_staff.webp,UI,brasscrown_staff.webp,.webp,6244,6.1,0.006,UNMAPPED,,,,,,,,512,512,RGB
01_Assets_Organizados,UI/weapons/brasscrown_walking_staff.jpg,UI,brasscrown_walking_staff.jpg,.jpg,854,0.83,0.0008,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/breach_wretch.webp,UI,breach_wretch.webp,.webp,1672,1.63,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warrior/breachmaker.webp,UI,breachmaker.webp,.webp,5590,5.46,0.0053,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/breakscarred_steel.webp,UI,breakscarred_steel.webp,.webp,2102,2.05,0.002,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/briarroot_staff.webp,UI,briarroot_staff.webp,.webp,1514,1.48,0.0014,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bridgemere_toll_chest.webp,UI,bridgemere_toll_chest.webp,.webp,2236,2.18,0.0021,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/brightwood_venison.webp,UI,brightwood_venison.webp,.webp,2558,2.5,0.0024,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/briny_idol.webp,UI,briny_idol.webp,.webp,2304,2.25,0.0022,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bristleback_maul.webp,UI,bristleback_maul.webp,.webp,1344,1.31,0.0013,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bristlehide_spaulders.webp,UI,bristlehide_spaulders.webp,.webp,4204,4.11,0.004,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bronze_sickle.webp,UI,bronze_sickle.webp,.webp,3026,2.96,0.0029,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bronzework_mace.webp,UI,bronzework_mace.webp,.webp,1698,1.66,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/broodmother_carapace.webp,UI,broodmother_carapace.webp,.webp,3176,3.1,0.003,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/broodmother_silk_robe.webp,UI,broodmother_silk_robe.webp,.webp,2646,2.58,0.0025,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/brutok_skullsmasher.webp,UI,brutok_skullsmasher.webp,.webp,1670,1.63,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/brutoks_maul.webp,UI,brutoks_maul.webp,.webp,1872,1.83,0.0018,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/bulwark_rusted_pauldrons.webp,UI,bulwark_rusted_pauldrons.webp,.webp,4248,4.15,0.0041,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/crests/families/burrower.webp,UI,burrower.webp,.webp,14096,13.77,0.0134,UNMAPPED,,,,,,,,256,256,RGB
01_Assets_Organizados,UI/items/canopy_silk_hank.webp,UI,canopy_silk_hank.webp,.webp,1718,1.68,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/canopy_weaver.webp,UI,canopy_weaver.webp,.webp,1688,1.65,0.0016,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/cantors_drowned_sash.webp,UI,cantors_drowned_sash.webp,.webp,4116,4.02,0.0039,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/captain_verlan.webp,UI,captain_verlan.webp,.webp,2752,2.69,0.0026,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/captains_crest.webp,UI,captains_crest.webp,.webp,2502,2.44,0.0024,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/caravan_quilted_vest.webp,UI,caravan_quilted_vest.webp,.webp,2518,2.46,0.0024,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/caravan_warden_dirk.webp,UI,caravan_warden_dirk.webp,.webp,2486,2.43,0.0024,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/chrome/cards.webp,UI,cards.webp,.webp,9106,8.89,0.0087,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/mobs/castaway_navigator.webp,UI,castaway_navigator.webp,.webp,2662,2.6,0.0025,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/druid/cat_form.webp,UI,cat_form.webp,.webp,4320,4.22,0.0041,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/skills/shaman/chain_heal.webp,UI,chain_heal.webp,.webp,5770,5.63,0.0055,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/shaman/chain_lightning.webp,UI,chain_lightning.webp,.webp,6536,6.38,0.0062,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/druid/challenging_roar.webp,UI,challenging_roar.webp,.webp,3928,3.84,0.0037,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/warlock/chaos_bolt.webp,UI,chaos_bolt.webp,.webp,7082,6.92,0.0068,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/chrome/character.webp,UI,character.webp,.webp,7574,7.4,0.0072,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/skills/warrior/charge.webp,UI,charge.webp,.webp,4036,3.94,0.0038,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/rogue/cheap_shot.webp,UI,cheap_shot.webp,.webp,3566,3.48,0.0034,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/chrome/chest.webp,UI,chest.webp,.webp,8610,8.41,0.0082,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/chipped_tusk.webp,UI,chipped_tusk.webp,.webp,1984,1.94,0.0019,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/items/choir_blessed_spaulders.webp,UI,choir_blessed_spaulders.webp,.webp,5344,5.22,0.0051,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/skills/priest/choir_of_deliverance.webp,UI,choir_of_deliverance.webp,.webp,5816,5.68,0.0055,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/choir_thrall.webp,UI,choir_thrall.webp,.webp,1456,1.42,0.0014,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/mobs/choirmother_selthe.webp,UI,choirmother_selthe.webp,.webp,2234,2.18,0.0021,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/dungeons/choirmother_selthe.webp,UI,choirmother_selthe.webp,.webp,3628,3.54,0.0035,UNMAPPED,,,,,,,,128,128,RGBA
01_Assets_Organizados,UI/items/choirmothers_casque.webp,UI,choirmothers_casque.webp,.webp,4908,4.79,0.0047,UNMAPPED,,,,,,,,128,128,RGB
01_Assets_Organizados,UI/deeds/chr_amberfall_first_cast.webp,UI,chr_amberfall_first_cast.webp,.webp,5438,5.31,0.0052,UNMAPPED,,,,,,,,128,128,RGBA
